Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
SFGov : Department of Technology,"16,445","13,583",0:01:22,"12,758",70.79,63
City and County of San Francisco : Fees,"16,438","11,561",0:00:20,"1,081",34.78,8.75
City and County of San Francisco : Voting,"16,283","11,869",0:01:00,"3,975",55.42,32.39
Mayor's Office of Housing and Community Development : New BMR Units: 1688 Pine Street (Rockwell),"16,213","11,965",0:04:29,"9,496",67.87,59.97
San Francisco Rent Board : Topic No. 151: Subletting and Replacement of Roommates,"16,202","13,534",0:02:50,"7,326",74.12,48.43
San Francisco Police Department : Redirect,"16,143","16,077",0:01:27,"16,048",99.56,99.34
Mayor's Office of Housing : Current Homeownership Listings,"15,989","12,333",0:00:37,"4,246",65.45,30.12
Board of Supervisors : Mark Farrell,"15,943","12,180",0:00:49,"5,256",55.75,28.84
Board of Supervisors,"15,935","7,217",0:00:55,"3,178",76.87,19.6
Office of the Mayor : News Releases,"15,877","11,287",0:00:54,"3,985",54.86,29.48
City and County of San Francisco : Soft Story,"15,790","12,170",0:03:54,"11,290",75.92,70.08
City and County of San Francisco : Office of Small Business,"15,770","11,230",0:01:09,"8,853",40.43,34.31
Mayor's Office of Housing and Community Development : Search,"15,755","14,760",0:01:36,"3,596",88.54,44.82
"City and County of San Francisco : Data, Results, Maps","15,721","10,268",0:01:25,"1,466",70.6,32.47
San Francisco Port Department,"15,671","5,446",0:00:16,"4,302",0.12,24.93
Mayor's Office of Housing : Homebuyers,"15,600","12,118",0:01:16,"5,679",60.71,37.19
San Francisco Port Department : Pier 70 Area,"15,563","6,985",0:00:27,"5,700",27.07,29.29
Mayor's Office of Housing and Community Development : New BMR Units: 400 Grove Street,"15,444","12,429",0:02:36,"5,444",76.4,46.56
City and County of San Francisco : Birth & Death,"15,368","11,001",0:00:12,"1,210",33.39,6.34
San Francisco 311 : Search,"15,305","14,511",0:01:21,"1,702",92.89,45.89
San Francisco Port Department : James R. Herman Cruise Terminal Project at Pier 27,"15,289","8,047",0:00:38,"7,457",23.15,46.9
Board of Supervisors : David Campos,"15,273","11,499",0:00:46,"4,990",53.33,28.57
City and County of San Francisco : Office of the Medical Examiner,"15,264","9,782",0:00:55,"9,036",33.7,34.16
Board of Supervisors : Eric Mar,"15,206","11,269",0:00:49,"3,840",53.59,22.75
Office of the Mayor : Redirect,"15,147","14,915",0:00:59,"14,881",98.18,97.72
City and County of San Francisco : Births & Deaths,"15,057","10,397",0:00:12,"1,100",35.91,6.16
Marriage | Office of the County Clerk,"15,000","8,310",0:00:18,726,14.41,4.48
San Francisco Police Department : Northern Station,"14,983","12,942",0:00:51,"5,646",78.52,42.61
San Francisco 311 : Assessor-Recorder - Owner of Property in San Francisco - 106765,"14,976","10,716",0:02:31,"10,101",70.17,65.65
San Francisco Department of Human Resources : Employee Leaves,"14,931","12,274",0:03:28,"5,924",75.76,56.68
Residents | Welcome,"14,861","9,049",0:00:21,"2,767",38.29,18.18
City and County of San Francisco : LBE Certification,"14,780","11,885",0:00:44,"5,621",30.14,18.71
San Francisco Public Works : Contractor Resources,"14,759","6,807",0:00:36,"4,012",14.33,32.43
Board of Supervisors : District Information,"14,676","11,249",0:01:33,"3,452",68.08,36.09
Application For Report of Residential Building Record | Department of Building Inspection,"14,563","11,488",0:03:48,"8,514",68.97,68.37
City and County of San Francisco : Services,"14,531","10,024",0:00:14,"1,640",32.38,9.1
Customer Service | Treasurer & Tax Collector,"14,485","9,221",0:01:29,774,47.62,27.32
San Francisco Public Works : Applications and Documents,"14,465","6,144",0:00:54,"3,157",15.65,26.65
Mayor's Office of Housing and Community Development : New BMR Units: 1875 Mission Street (M@1875),"14,450","11,401",0:02:53,"5,426",76.5,50.55
San Francisco Police Department : Administration,"14,430","11,817",0:00:41,"3,712",78.85,29.2
City and County of San Francisco : Dog License Information,"14,407","11,995",0:02:58,"10,149",69.53,64.34
San Francisco Port Department : ImPark Cruise Page 2012,"14,335","5,920",0:00:45,"3,695",5.2,30.62
Animal Care & Control,"14,309","10,184",0:00:47,"9,453",14.59,22.38
Mayor's Office of Housing and Community Development : Housing Email Alert Subscription,"14,291","12,360",0:02:15,"4,225",76.24,43.88
San Francisco 311 : Redirect,"14,273","14,011",0:01:24,"13,941",97.88,97.14
Department of Child Support Services,"14,222","11,218",0:00:53,"9,792",31.39,33.34
Mayor's Office of Housing and Community Development : BMR LEP Units: The SF Shipyard,"14,118","11,222",0:05:02,"9,177",69.87,63.86
San Francisco Department of Human Resources : Public Posting of Pending Actions,"14,035","11,852",0:01:40,"2,451",80.17,45.7
San Francisco Police Department : Application and Selection Procedures,"13,880","12,465",0:03:16,"3,961",71.9,51.95
San Francisco 311 : Garbage & Graffiti,"13,786","10,186",0:00:21,"1,973",47.09,12.11
Mayor's Office of Housing and Community Development : Downpayment Assistance Loan Program (DALP),"13,751","11,946",0:03:50,"8,302",79.64,66.29
San Francisco Police Department : Tenderloin Station,"13,707","11,562",0:00:56,"4,680",81.84,41.48
How to Read Your Property Tax Bill | Treasurer & Tax Collector,"13,617","12,309",0:01:31,"5,633",76.19,48.85
San Francisco Port Department : Street Performer Program,"13,608","7,191",0:01:02,"6,198",42.03,49.11
City and County of San Francisco : City Hall Tours,"13,581","11,076",0:01:32,"4,860",73.72,50.01
San Francisco Port Department : Ace Parking,"13,563","5,961",0:00:40,"4,652",5.91,29.73
City and County of San Francisco : Frequently Asked Questions,"13,558","11,548",0:01:59,"4,814",77.61,52.49
San Francisco Police Department : Operations,"13,550","11,005",0:00:33,"2,636",87.1,24.31
City and County of San Francisco : Office of Contract Administration (OCA),"13,345","8,518",0:01:05,"7,269",43.57,35.55
San Francisco 311 : Abandoned Vehicles,"13,216","10,704",0:02:38,"9,585",79.8,74.88
Department on the Status of Women,"13,176","9,835",0:01:14,"7,867",37.91,35.11
San Francisco Public Works : Organizational Chart,"13,156","6,023",0:00:32,"1,888",11.81,22.44
"Mayor's Office of Housing and Community Development : BMR Re-Rental Unit: 21 Clarence Place, Unit 211","13,124","10,073",0:03:47,"8,819",75.98,67
San Francisco Police Department : Special Operations,"13,066","10,758",0:00:35,"2,261",90.49,24.87
"Department of Children, Youth and Their Families : Employment Opportunities","13,041","5,232",0:01:57,"2,996",65.7,34.48
City and County of San Francisco : Alemany Farmers' Market,"13,035","10,739",0:01:59,"10,437",75.39,72.4
San Francisco Police Department : Bayview Station,"13,025","11,278",0:00:52,"4,415",84.33,40.08
Controller : PPSD Home Page,"12,967","11,920",0:02:08,"10,637",87.26,80
San Francisco Police Department : General Information and Qualifications,"12,868","10,654",0:01:19,"3,016",27.92,21.18
Board of Supervisors : Assessment Appeals,"12,839","10,257",0:03:01,"9,065",68.47,58.37
San Francisco Port Department : Maps and Public Webcams,"12,808","4,073",0:00:19,"1,309",9.47,12.93
Plan Review Services | Department of Building Inspection,"12,777","8,961",0:00:42,"1,808",43.49,18.3
San Francisco Port Department : 2016 Cruise Schedule,"12,771","5,914",0:00:39,"3,388",17.77,34.15
Home | Fire Department,"12,762","9,486",0:01:01,"7,876",27.13,27.9
Office of the Mayor : Internship Program,"12,759","8,309",0:01:39,"6,832",58.02,48.19
City and County of San Francisco : Mayor's Office on Disability,"12,629","8,317",0:02:09,"7,025",51.46,39.15
San Francisco Police Department : Taraval Station,"12,587","10,746",0:00:56,"4,801",80.5,43.69
San Francisco Public Works : Sidewalk Landscaping Permits,"12,586","4,608",0:01:01,"3,034",13.58,27.21
City and County of San Francisco : Documents,"12,585","9,510",0:00:54,"1,088",58.31,21.05
Visit Treasure and Yerba Buena Islands | Treasure Island Development Authority,"12,568","9,945",0:00:44,"6,832",36.88,33.33
Board of Supervisors : John Avalos,"12,561","8,943",0:00:47,"3,203",52.42,26.42
San Francisco Police Department : Park Station,"12,556","10,857",0:00:48,"4,608",82.4,41.76
San Francisco Rent Board : Topic No. 201: Overview of Just Cause Evictions,"12,528","10,877",0:01:53,"2,598",69.86,30.37
San Francisco Public Works : Graffiti,"12,514","5,809",0:00:39,"4,392",25.96,36.89
SFGov,"12,436","9,722",0:01:04,"5,787",81.41,46.81
City and County of San Francisco : Forms - Fictitious Business Name,"12,397","8,507",0:02:39,531,63.84,40.19
Quarterly Filing | Treasurer & Tax Collector,"12,318","7,643",0:01:46,"1,152",24.59,18.12
City and County of San Francisco : C. Covered Employees,"12,280","9,445",0:03:18,"2,039",57.92,41.44
San Francisco Port Department : 2015,"12,272","4,198",0:00:08,357,3.36,5.27
Film Commission : Redirect,"12,261","11,812",0:01:20,"11,782",95.84,94.99
City and County of San Francisco : Vendor Information,"12,245","8,631",0:01:00,"1,558",35.69,18.37
San Francisco Public Works : Street Tree Removal Permitting Process,"12,178","6,284",0:00:59,"4,810",24.55,41.12
Board of Supervisors : Norman Yee,"12,174","8,920",0:00:42,"2,931",51.86,22.41
Most Requested | Department of Building Inspection,"12,172","9,241",0:00:57,"1,899",53.82,32.45
Board of Supervisors : Land Use and Transportation Committee,"12,139","9,013",0:02:01,"5,849",77.16,57.25
San Francisco 311 : Transportation,"12,091","9,716",0:00:25,"2,084",54.51,17.89
San Francisco Law Library : Redirect,"12,076","11,847",0:00:56,"11,830",97.55,97.1
San Francisco Department of Human Resources : Employee Training,"12,061","8,708",0:00:38,"2,929",47.12,21.03
US Passport | Treasurer & Tax Collector,"12,017","9,434",0:04:17,"8,047",67.58,69.4
San Francisco Ethics Commission: Campaign Finance Filings and Data,"11,879","9,085",0:03:05,"2,417",57.47,56.46
Mayor's Office of Housing and Community Development : Documents Governing and Explaining the Inclusionary Housing Program,"11,875","9,776",0:02:35,"4,181",75.77,48.51
Juvenile Probation Department,"11,837","8,106",0:00:59,"6,788",30.94,31.05
Board of Appeals,"11,825","8,900",0:00:47,"7,135",23.57,22.45
San Francisco 311 : San Francisco 311 Agency CRM Links,"11,741","9,608",0:06:00,"9,427",85.85,79.98
How To Get Here | Treasure Island Development Authority,"11,735","9,125",0:01:47,"6,299",70.12,57.78
Controller : Getting Started with eMerge PeopleSoft,"11,706","10,148",0:04:19,"9,661",90.9,81.98
Administrative Services | Department of Building Inspection,"11,639","8,533",0:01:13,"2,482",45,26.47
San Francisco Police Department : Chief Of Police,"11,632","9,625",0:00:45,"1,989",90.6,27.11
Submitted Street Space Site Meeting Request,"11,619","11,217",0:06:21,"6,593",84.38,60.98
San Francisco : Help,"11,619","8,976",0:01:16,"5,481",63.46,50.13
"Mayor's Office of Housing and Community Development : BMR Re-Rental Units: 8 10th Street, Units 311, 323, 511, 1427","11,577","8,908",0:03:44,"7,821",71.35,64.3
San Francisco Port Department : Permit Services,"11,572","4,289",0:00:44,"1,698",7.36,25.7
San Francisco Police Department : Richmond Station,"11,553","9,725",0:00:46,"3,909",80.89,40.15
City and County of San Francisco : Directions to City Hall,"11,482","9,804",0:03:08,"8,041",80.16,74.32
Public Auction Sales of Tax-Defaulted Property | Treasurer & Tax Collector,"11,459","8,746",0:03:15,"7,517",69.47,66.18
City and County of San Francisco : Deputy Marriage Commissioner for a Day,"11,382","9,807",0:02:02,"3,243",76.5,44.01
"Mayor's Office of Housing and Community Development : BMR New Rental Units: 529 Stevenson Street/550 Jesse Street, 9 Studio Units","11,368","9,179",0:03:25,"6,803",68.48,59.76
San Francisco Rent Board : Topic No. 154: Limits on Rent Charged By Master Tenants,"11,327","10,110",0:02:05,"4,252",78.27,43.13
Board of Supervisors : Budget & Finance Committee Meetings,"11,314","6,628",0:01:28,"1,351",83.12,32.25
Board of Supervisors : About the Board,"11,306","8,918",0:00:34,"1,478",52.84,18.32
San Francisco Rent Board : Fact Sheet 4 - Eviction Issues,"11,294","10,005",0:04:43,"5,453",72.62,58.51
Mayor's Office of Housing and Community Development : Income Limits and Rent Limits for Below Market Rate Rental Units,"11,272","9,428",0:02:07,"4,669",70.31,49.74
Office of Citizen Complaints,"11,140","8,257",0:01:01,"6,989",29.63,31.91
"Mayor's Office of Housing and Community Development : BMR Re-Rental Unit: 2235 3rd Street, Unit E408 (Potrero Launch)","11,065","9,028",0:02:59,"7,388",77.52,63.98
"Mayor's Office of Housing and Community Development : BMR: Re-Rental Unit: 2235 3rd Street, Unit E221","11,050","8,944",0:03:02,"7,272",76.17,64.51
Board of Supervisors : Legislative Research Center (LRC),"11,035","8,236",0:01:41,"3,747",48.95,42.58
San Francisco Police Department : Chief Of Staff,"11,022","9,147",0:00:35,"2,546",83.9,26.36
San Francisco Fire Department : Search,"10,982","10,200",0:00:55,"1,281",88.6,28.84
What is Human Trafficking? | Human Rights Commission,"10,921","9,466",0:05:41,"9,440",87.46,85.87
Board of Supervisors : Newsletter,"10,888","8,518",0:01:37,"2,699",70.03,40.42
San Francisco Department of Human Resources : Citywide Classification Based Examination Plan for Fiscal Year 2014/15,"10,887","8,993",0:02:18,"3,350",60.93,40.2
City and County of San Francisco : Sanctuary Ordinance,"10,883","9,047",0:01:57,"8,822",72.82,68.52
San Francisco Public Works : Street Tree Planting Permitting Process,"10,883","5,017",0:01:01,"2,985",16.08,33.83
San Francisco Police Department : Most Wanted,"10,878","8,015",0:02:01,"5,366",59.22,45.3
San Francisco Police Department : Towed Vehicle Information,"10,822","9,807",0:04:28,"9,195",85.88,82.06
San Francisco Port Department : James R. Herman Cruise Terminal at Pier 27,"10,818","5,175",0:00:34,"3,838",26.39,36.37
San Francisco Department of Emergency Management : Policy & Protocol Manuals,"10,748","7,869",0:02:09,"5,238",65.78,53.11
San Francisco Department of Human Resources : About DHR,"10,742","9,006",0:00:35,"3,660",29.81,18.45
San Francisco Public Works : Don't Leave it on the Sidewalk!,"10,724","6,119",0:00:49,"5,189",39.68,49.07
2014_San_Francisco_Business_Gross_Receipts_Tax_Worksheet.pdf | Treasurer & Tax Collector,"10,703","6,588",0:02:09,468,32.69,18.89
Gross Receipts Tax | Treasurer & Tax Collector,"10,701","7,718",0:00:26,457,16.19,4.23
San Francisco 311 : San Francisco Victim Services,"10,687","8,849",0:02:16,"8,796",75,72.56
Mayor's Office of Housing : Multi-Family Units: 280 Beale Street,"10,666","8,758",0:04:04,"7,047",82.6,71.36
San Francisco : San Francisco Municipal Transportation Agency,"10,622","8,791",0:01:50,"7,753",78.31,74.87
San Francisco Rent Board : Fact Sheet 7 - Annual Allowable Rent Increases and Banked Rent Increases,"10,615","9,357",0:04:44,"6,261",73.71,62.99
"Special Events: Unique Venues, Million Dollar Views | Treasure Island Development Authority","10,613","7,044",0:01:16,"2,841",54.4,36.92
City and County of San Francisco : D. Calculating Health Care Expenditures,"10,561","7,839",0:03:41,"1,758",53.36,38.27
San Francisco Police Department : Ingleside Station,"10,532","9,139",0:00:51,"3,219",84.41,39.57
San Francisco Department of Human Resources : Citywide Classification Based Examination Plan for Fiscal Year 2015/2016,"10,531","8,911",0:02:42,"3,433",65.42,44.03
Mayor's Office of Housing : Housing Home,"10,449","8,202",0:00:45,"4,091",45.07,26.06
Permit Process & Issuance | Department of Building Inspection,"10,443","7,788",0:01:13,383,63.21,24.53
City and County of San Francisco : Declaration of Domestic Partnership,"10,418","7,963",0:02:07,"5,141",55.42,43.53
San Francisco Port Department : Agendas and Minutes,"10,366","4,104",0:00:05,906,1.77,3.96
Inspection Services Divisions | Department of Building Inspection,"10,237","8,337",0:01:28,"4,297",49.31,36.73
San Francisco Port Department : Executive Staff,"10,213","4,633",0:00:44,"2,671",14.64,30.65
San Francisco 311 : Parking in San Francisco,"10,153","8,583",0:01:39,"4,856",70.18,62.12
City and County of San Francisco : Formula Retail Employee Rights Ordinances,"10,146","8,120",0:04:36,"5,586",79.11,70.26
San Francisco Department of Human Resources : Redirect,"10,132","9,728",0:00:55,"9,711",95.34,94.38
